Identificador de URL;Nombre;Categorías;Nombre de propiedad 1;Valor de propiedad 1;Nombre de propiedad 2;Valor de propiedad 2;Nombre de propiedad 3;Valor de propiedad 3;Precio;Precio promocional;Peso (kg);Alto (cm);Ancho (cm);Profundidad (cm);Stock;SKU;Código de barras;Mostrar en tienda;Envío sin cargo;Descripción;Tags;Título para SEO;Descripción para SEO;Marca;Producto Físico;MPN (Número de pieza del fabricante);Sexo;Rango de edad;Costo
juego-amortiguadores-delanteros-chevrolet-classic;Juego Amortiguadores Delanteros Chevrolet Classic;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;110013.82;;3.44;63;38;19;1;2640427A X2;;SI;NO;;;;;;SI;;;;
juego-amortiguadores-delanteros-chevrolet-corsa-classic-fun;Juego Amortiguadores Delanteros Chevrolet Corsa Classic Fun;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;110013.82;;3.44;63;38;19;1;2640427A X2;;SI;NO;;;;;;SI;;;;
amortiguador-delantero-chevrolet-fun-corsa-sw;Amortiguador Delantero Chevrolet Fun Corsa Sw;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;56534.88;;1.72;63;19;19;18;2640427A;;SI;NO;;;;;;SI;;;;
amortiguador-delantero-chevrolet-classic;Amortiguador Delantero Chevrolet Classic;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;56534.88;;1.72;63;19;19;18;2640427A;;SI;NO;;;;;;SI;;;;
liquido-bosch-refrigerante-organico-rojo-1l;Liquido Bosch Refrigerante Orgánico Rojo 1l;Chevrolet > Aditivos y Lubricantes, Volkswagen > Aditivos y Lubricantes, Toyota > Aditivos y Lubricantes, Renault > Aditivos y Lubricantes, Ford > Aditivos y Lubricantes, Peugeot > Aditivos y Lubricantes, Aditivos y Lubricantes;Color;Rojo;;;;;11834.01;;1;4;7;20;12;F000FR1400;;SI;NO;;;;;Bosch;SI;;;;
filtro-de-nafta-acdelco-volkswagen-gol-trend-suran-voyage;Filtro De Nafta Acdelco Volkswagen Gol Trend Suran Voyage;Volkswagen > Motor, Motor;;;;;;;6229.56;;0.3;7;7;15;18;C127401N-O;;SI;NO;;;;;ACDelco;SI;;;;
buje-barra-estabilizadora-chevrolet-corsa-classic-fun-celta;Buje Barra Estabilizadora Chevrolet Corsa Classic Fun Celta;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;0;;0.15;5;7;7;38;C4113277-C;;SI;NO;;;;;Capemi;SI;;;;
termostato-corsa-agile-onix-montana-spin-celta-original-gm;Termostato Corsa Agile Onix Montana Spin Celta Original Gm;Chevrolet > Motor, Motor;;;;;;;22277.98;;0.3;4;7;12;27;93275736;;SI;NO;;;;;GM;SI;;;;
filtro-nafta-combustible-chevrolet-corsa-agile-celta-onix;Filtro Nafta Combustible Chevrolet Corsa Agile Celta Onix;Chevrolet > Motor, Motor;;;;;;;6229.56;;0.3;7;7;15;10;C127401N-O;;SI;NO;;;;;ACDelco;SI;;;;
kit-de-rulemanes-traseros-chevrolet-corsa-meriva-celta-skf;Kit De Rulemanes Traseros Chevrolet Corsa Meriva Celta Skf;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;138,650.00;;0.5;10;10;10;10;c501287k1s;;SI;NO;;;;;SKF;SI;;;;
juego-tapas-distribucion-chevrolet-corsa-classic-1-4-8v;Juego Tapas Distribucion Chevrolet Corsa Classic 1.4 8v;Chevrolet > Motor, Motor;;;;;;;21580.82;;1;7;23;65;10;C1091076-A;;SI;NO;;;;;ACCESORIOS ARGENTINOS;SI;;;;
manguera-filtro-aire-corsa-classic-celta-1-4-prisma-m-viejo;Manguera Filtro Aire Corsa Classic Celta 1.4 Prisma M/viejo;Chevrolet > Motor, Motor;;;;;;;26801.55;;0.3;10;10;30;10;C12961523C;;SI;NO;;;;;Chevrolet;SI;;;;
engranaje-distribucion-chevrolet-corsa-meriva-spin-prisma-gm;Engranaje Distribucion Chevrolet Corsa Meriva Spin Prisma Gm;Chevrolet > Motor, Motor;;;;;;;30369.14;;0.35;4;7;7;11;90354858;;SI;NO;;;;;GM;SI;;;;
kit-homocinetica-lado-rueda-chevrolet-corsa-fun-agile-celta;Kit Homocinetica Lado Rueda Chevrolet Corsa Fun Agile Celta;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;164,250.00;;0.5;15;10;10;34;c4073116-s;;SI;NO;;;;;SKF;SI;;;;
extremo-direccion-chevrolet-corsa-classic-celta-fun-14-x-1-5;Extremo Dirección Chevrolet Corsa Classic Celta Fun 14 X 1.5;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;24319.99;;1;20;7;20;9;C4198117-S;;SI;NO;;;;;SKF;SI;;;;
bieleta-barra-chevrolet-prisma-onix-spin-cobalt-sonic-gm;Bieleta Barra Chevrolet Prisma Onix Spin Cobalt Sonic Gm;Chevrolet > Motor, Motor;;;;;;;29924.85;;0.6;10;10;25;12;C41131519O;;SI;NO;;;;;GM;SI;;;;
bieleta-barra-estabilizadora-de-direccion-onix-prisma-spin;Bieleta Barra Estabilizadora De Dirección Onix Prisma Spin;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;29924.85;;0.6;7;7;25;12;52151665;;SI;NO;;;;;GM;SI;;;;
espejo-exterior-chevrolet-corsa-con-comando-manual-derecho;Espejo Exterior Chevrolet Corsa Con Comando Manual Derecho;Chevrolet > Carrocería, Carrocería;;;;;;;21055.53;;1;10;15;30;4;C8575022--;;SI;NO;;;;;Chevrolet;SI;;;;
bomba-de-nafta-kessel-chevrolet-corsa-1-4-1-6-3-0-bar;Bomba De Nafta Kessel Chevrolet Corsa 1.4 / 1.6 3.0 Bar;Chevrolet > Motor, Motor;;;;;;;38895.62;;0.25;10;7;7;8;C9060918-K;;SI;NO;;;;;Kessel;SI;;;;
amortiguador-delantero-chevrolet-montana;Amortiguador Delantero Chevrolet Montana;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;103009.75;;1.72;63;19;19;2;2641216A;;SI;NO;;;;;ACDelco;SI;;;;
juego-amortiguadores-delanteros-chevrolet-montana;Juego Amortiguadores Delanteros Chevrolet Montana;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;200451.41;;3.44;63;38;19;1;2641216A X2;;SI;NO;;;;;ACDelco;SI;;;;
amortiguador-delantero-izquierdo-chevrolet-cruze;Amortiguador Delantero Izquierdo Chevrolet Cruze;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;105934.98;;1.72;63;19;19;2;2641214A;;SI;NO;;;;;ACDelco;SI;;;;
amortiguador-delantero-derecho-chevrolet-astra;Amortiguador Delantero Derecho Chevrolet Astra;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;89076.59;;1.72;63;19;19;1;2640433A;;SI;NO;;;;;ACDelco;SI;;;;
juego-amortiguadores-delanteros-chevrolet-aveo;Juego Amortiguadores Delanteros Chevrolet Aveo;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;153634.53;;3.44;63;38;19;1;2640423A Y25;;SI;NO;;;;;ACDelco;SI;;;;
juego-amortiguadors-delanteros-chevrolet-astra;Juego Amortiguadors Delanteros Chevrolet Astra;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;164087.66;;3.44;63;38;19;1;2640433A Y35;;SI;NO;;;;;ACDelco;SI;;;;
amortiguador-delantero-izquierdo-chevrolet-astra;Amortiguador Delantero Izquierdo Chevrolet Astra;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;84387.51;;1.72;63;19;19;1;2640435A;;SI;NO;;;;;ACDelco;SI;;;;
juego-amortiguadores-delanteros-chevrolet-onix;Juego Amortiguadores Delanteros Chevrolet Onix;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;192476.93;;3.44;63;38;19;1;2641203A Y04;;SI;NO;;;;;ACDelco;SI;;;;
juego-amortiguadores-delanteros-chevrolet-cruze;Juego Amortiguadores Delanteros Chevrolet Cruze;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;200358.53;;3.44;38;63;19;1;2641213A Y14;;SI;NO;;;;;ACDelco;SI;;;;
amortiguador-delantero-izquierdo-chevrolet-aveo;Amortiguador Delantero Izquierdo Chevrolet Aveo;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;81543.03;;1.72;63;19;19;3;2640425A;;SI;NO;;;;;ACDelco;SI;;;;
juego-amortiguadores-delanteros-chevrolet-s10-4x4;Juego Amortiguadores Delanteros Chevrolet S10 4x4;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;100669.19;;1.72;63;19;19;1;2640465A X2;;SI;NO;;;;;ACDelco;SI;;;;
amortiguador-delantero-chevrolet-s10-4x4;Amortiguador Delantero Chevrolet S10 4x4;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;51732.78;;1.72;63;19;19;4;2640465A;;SI;NO;;;;;ACDelco;SI;;;;
amortiguador-delantero-toyota-hilux-4x2;Amortiguador Delantero Toyota Hilux 4x2;Toyota > Suspensión y Dirección, Suspensión y Dirección;;;;;;;47977.85;;1.72;63;19;19;2;2640477A;;SI;NO;;;;;ACDelco;SI;;;;
juego-amortiguadores-delanteros-volkswagen-amarok;Juego Amortiguadores Delanteros Volkswagen Amarok;Volkswagen > Suspensión y Dirección, Suspensión y Dirección;;;;;;;188249.63;;3.44;63;38;19;1;2641218A Y19;;SI;NO;;;;;ACDelco;SI;;;;
amortiguador-delantero-derecho-volkswagen-amarok;Amortiguador Delantero Derecho Volkswagen Amarok;Volkswagen > Suspensión y Dirección, Suspensión y Dirección;;;;;;;105527.84;;1.72;63;19;19;3;2641218A;;SI;NO;;;;;ACDelco;SI;;;;
juego-amortiguadores-delanteros-toyota-hilux-4x2-95-04;Juego Amortiguadores Delanteros Toyota Hilux 4x2 95/04;Toyota > Suspensión y Dirección, Suspensión y Dirección;;;;;;;90768.91;;3.44;63;38;19;1;2640477A X2;;SI;NO;;;;;ACDelco;SI;;;;
amortiguador-delantero-derecho-chevrolet-aveo;Amortiguador Delantero Derecho Chevrolet Aveo;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;80870.62;;1.72;19;63;19;3;2640423A;;SI;NO;;;;;ACDelco;SI;;;;
sonda-lambda-onix-prisma-multiple-13-15;Sonda Lamda Onix;Chevrolet > Motor, Motor;;;;;;;89571.34;;0.4;18;8;8;1;24580510;;SI;NO;;;;;;SI;;;;
bobina-encendido-chevrolet-corsa-1-4-3-pines;Bobina Encendido Chevrolet Corsa 1.4 (3 Pines);Chevrolet > Motor, Motor;;;;;;;96541.36;;0.4;12;12;12;2;19374952;;SI;NO;;;;;ACDelco;SI;;;;
bobina-encendido-chevrolet-cruze-1-8-16v;Bobina Encendido Cruze 1.8 16v Acdelco;Chevrolet > Motor, Motor;;;;;;;205393.96;;0.4;15;10;18;2;19374951;;SI;NO;;;;;ACDelco;SI;;;;
bobina-encendido-chevrolet-corsa-1-6-8v-mpfi-4-pines;Bobina Encendido Chevrolet Corsa 1.6 8v Mpfi (4 Pines);Chevrolet > Motor, Motor;;;;;;;130406.1;;0.5;12;12;12;2;19374957;;SI;NO;;;;;ACDelco;SI;;;;
kit-distribucion-con-bomba-de-agua-volkswagen-gol-trend-1-6;Kit Distribucion Con Bomba De Agua Volkswagen Gol Trend 1.6;Chevrolet > Motor, Motor;;;;;;;105068.86;;1.3;25;25;15;1;KDVBAHA;;SI;NO;;;;;Bosch;SI;;;;
kit-distribucion-volkswagen-fox-1-6;Kit Distribucion Volkswagen Fox 1.6;Volkswagen > Motor, Motor;;;;;;;77187.3;;0.4;25;25;6;1;WWW109119F-B;;SI;NO;;;;;Bosch;SI;;;;
kit-distribucion-con-bomba-de-agua-chevrolet-aveo-1-6-16v;Kit Distribucion Con Bomba De Agua Chevrolet Aveo 1.6 16v;Chevrolet > Motor, Motor;;;;;;;269074.26;;1.3;25;25;15;1;KDCHAVEOA;;SI;NO;;;;;Bosch;SI;;;;
kit-distribucion-chevrolet-aveo-1-6-16v;Kit Distribucion Chevrolet Aveo 1.6 16v;Chevrolet > Motor, Motor;;;;;;;218348.37;;0.3;25;25;6;1;C10910012B;;SI;NO;;;;;Bosch;SI;;;;
kit-4-amortiguadores-chevrolet-agile;Kit 4 Amortiguadores Chevrolet Agile;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;757,350.00;;5.2;66;29;38;1;2640421 Y 22;;SI;NO;;;;;ACDelco;SI;;;;
amortiguador-trasero-toyota-hilux-4x2-2005-en-adelante;Amortiguador Trasero Toyota Hilux 4x2 2005 En Adelante;Toyota > Suspensión y Dirección, Suspensión y Dirección;;;;;;;53368.39;;1.44;66;7;7;2;2640480A;;SI;NO;;;;;ACDelco;SI;;;;
amortiguador-trasero-volkswagen-gol-country;Amortiguador Trasero Volkswagen Gol Country;Volkswagen > Suspensión y Dirección, Suspensión y Dirección;;;;;;;47904.62;;1.44;66;7;7;4;2640460A;;SI;NO;;;;;ACDelco;SI;;;;
amortiguador-trasero-chevrolet-cruze;Amortiguador Trasero Chevrolet Cruze;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;75837.41;;1.44;66;7;7;3;2641215A;;SI;NO;;;;;ACDelco;SI;;;;
sonda-lambda-kessel-chevrolet-corsa-wagon-1-4-2009-2010;Sonda Lambda Kessel Chevrolet Corsa Wagon 1.4 2009-2010;Chevrolet > Motor, Motor;;;;;;;91014.85;;0.4;18;8;8;7;C9062656-K;;SI;NO;;;;;Kessel;SI;;;;
buje-eje-trasero-chevrolet-cobalt-original;Buje Eje Trasero Chevrolet Cobalt Original;Chevrolet > Motor, Motor;;;;;;;145010.25;;1.5;15;10;10;2;C50154129O;;SI;NO;;;;;General Motors;SI;;;;
juego-amortiguadores-delanteros-chevrolet-cruze-1-4;Juego Amortiguadores Delanteros Chevrolet Cruze 1.4;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;177913.08;;3.44;63;19;19;1;65173 y 74gop;;SI;NO;;;;;ACDelco;SI;;;;
juego-amortiguadores-traseros-volkswagen-gol-country;Juego Amortiguadores Traseros Volkswagen Gol Country;Volkswagen > Suspensión y Dirección, Suspensión y Dirección;;;;;;;29763.25;;2.88;66;7;14;1;2640460A X2;;SI;NO;;;;;ACDelco;SI;;;;
juego-amortiguadores-traseros-chevrolet-cruze-2010-a-2016;Juego Amortiguadores Traseros Chevrolet Cruze 2010 A 2016;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;143476.19;;2.88;66;14;7;1;2641215A X2;;SI;NO;;;;;ACDelco;SI;;;;
juegos-amortiguadores-traseros-toyota-hilux-4x2;Juegos Amortiguadores Traseros Toyota Hilux 4x2;Toyota > Suspensión y Dirección, Suspensión y Dirección;;;;;;;100967.22;;2.88;66;14;7;1;2640480A X2;;SI;NO;;;;;ACDelco;SI;;;;
bomba-de-agua-chevrolet-cruze-y-tracker-1-8-16v-acdelco;Bomba De Agua Chevrolet Cruze Y Tracker 1.8 16v Acdelco;Chevrolet > Motor, Motor;;;;;;;61667.77;;0.4;13;13;13;1;C121005Q-O;;SI;NO;;;;;ACDelco;SI;;;;
kit-de-embrague-kit-3pzs-toyota-rav-4-corolla-1;Kit De Embrague Kit = 3pzs Toyota Rav 4/corolla 1.;Toyota > Motor, Motor;;;;;;;470220.4;;3.5;7;30;30;1;TYK-220;;SI;NO;;;;;PHC;SI;;;;
kit-embrague-gol-saveiro-1-6-phc-valeo;Kit Embrague Gol / Saveiro 1.6 Phc - Valeo;Volkswagen > Motor, Motor;;;;;;;281163.8;;3.5;7;30;30;1;VWK090B;;SI;NO;;;;;PHC;SI;;;;
kit-de-juntas-enfriador-aceite-chevrolet-sonic-cruze-tracker;Kit De Juntas Enfriador Aceite Chevrolet Sonic Cruze Tracker;Chevrolet > Motor, Motor;;;;;;;19012.41;;0.2;1;50;30;6;C11510617-;;SI;NO;;;;;EXP;SI;;;;
kit-de-embrague-kit-3pzs-peugeot-206-306-partner;Kit De Embrague Kit = 3pzs Peugeot 206/306/partner;Motor, Peugeot > Motor;;;;;;;286932.47;;3.5;7;30;30;1;PGK004N;;SI;NO;;;;;PHC;SI;;;;
juego-amortiguadores-delanteros-chevrolet-s101;Juego Amortiguadores Delanteros Chevrolet S10;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;330441.99;;3.44;63;38;19;1;52123152 x2;;SI;NO;;;;;General Motors;SI;;;;
juego-cables-cambio-chevrolet-corsa-classic-prisma-fun-celta;Juego Cables Cambio Chevrolet Corsa Classic Prisma Fun Celta;Chevrolet > Motor, Motor;;;;;;;63330.55;;0.3;45;30;5;7;C7112657-F;;SI;NO;;;;;Chevrolet;SI;;;;
filtro-de-combustible-chevrolet-s10-2-8td-12;Filtro De Combustible Chevrolet S10 2.8td 12/;Chevrolet > Motor, Motor;;;;;;;21750.97;;0.2;6;6;15;13;KX444D;;SI;NO;;;;;Mahle;SI;;;;
soporte-resonador-chevrolet-corsa-agile-1-4-celta;Soporte Resonador Chevrolet Corsa Agile 1.4 Celta;Chevrolet > Motor, Motor;;;;;;;44839.82;;1;40;40;0;5;C1296144-M;;SI;NO;;;;;MLH;SI;;;;
junta-tapa-valvula-sonic-1-6-cruze-1-8;Junta Tapa Valvula Sonic 1.6 /cruze 1.8;Chevrolet > Motor, Motor;;;;;;;48458.5;;0.2;50;1;30;7;C10348324C;;SI;NO;;;;;Ciccarelli;SI;;;;
juego-tornillo-chevrolet-corsa-1-4-cabeza-con-esparrago;Juego Tornillo Chevrolet Corsa 1.4 Cabeza Con Esparrago;Chevrolet > Motor, Motor;;;;;;;31228.39;;1;30;25;25;4;TS 09CH0179;;SI;NO;;;;;Reno;SI;;;;
aceite-5w30-dexos-1-gen-3-4l-acdelco;Aceite 5w30 Dexos 1 Gen 3 4l Acdelco;Chevrolet > Aditivos y Lubricantes, Volkswagen > Aditivos y Lubricantes, Toyota > Aditivos y Lubricantes, Renault > Aditivos y Lubricantes, Ford > Aditivos y Lubricantes, Peugeot > Aditivos y Lubricantes, Aditivos y Lubricantes;;;;;;;60034.17;;4.5;20;15;37;7;C976482--O;;SI;NO;;;;;ACDelco (GM);SI;;;;
cazoleta-amortiguador-delantero-capemi-onix-sonic-prisma-ii;Cazoleta Amortiguador Delantero Capemi Onix Sonic Prisma Ii;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;41735.06;;0.4;5;15;15;11;C4123319XC;;SI;NO;;;;;Capemi;SI;;;;
amortiguador-trasero-volkswagen-gol;Amortiguador Trasero Volkswagen Gol;Volkswagen > Suspensión y Dirección, Suspensión y Dirección;;;;;;;47904.62;;1.44;66;7;7;4;2640460A;;SI;NO;;;;;ACDelco;SI;;;;
leva-selectora-cambios-corsa-classic-fun-agile-celta;Leva Selectora Cambios Corsa Classic Fun Agile Celta;Chevrolet > Motor, Motor;;;;;;;50703.66;;3.5;7;30;30;1;C7110306E-;;SI;NO;;;;;Accesorios Argentinos;SI;;;;
palanca-giro-y-luces-chevrolet-corsa;Palanca Giro Y Luces Chevrolet Corsa;Chevrolet > Interior, Interior;;;;;;;23531.1;;3.5;7;30;30;1;C9535133--;;SI;NO;;;;;Genérica;SI;;;;
pastillas-freno-delanteras-prisma-celta-classic-agile;Pastillas Freno Delanteras Prisma Celta Classic Agile;Chevrolet > Frenos, Frenos;;;;;;;27352.94;;3.5;7;30;30;1;98550706;;SI;NO;;;;;ACDelco;SI;;;;
kit-distribucion-skf-chevrolet-corsa-celta-fun-1-4-palio-1-8;Kit Distribucion Skf Chevrolet Corsa Celta Fun 1.4 Palio 1.8;Chevrolet > Motor, Motor;;;;;;;78518.71;;3.5;7;30;30;1;VKMA 05012 A;;SI;NO;;;;;SKF;SI;;;;
pastillas-de-freno-delanteras-chevrolet-onix-prisma-original;Pastillas De Freno Delanteras Chevrolet Onix Prisma Original;Chevrolet > Frenos, Frenos;;;;;;;32794.13;;3.5;7;30;30;1;C69815146A;;SI;NO;;;;;ACDelco;SI;;;;
1lt-anticongelante-rojo-dex-cool-larga-vida-concentrado;1lt Anticongelante Rojo Dex-cool Larga Vida Concentrado;Chevrolet > Aditivos y Lubricantes, Volkswagen > Aditivos y Lubricantes, Toyota > Aditivos y Lubricantes, Renault > Aditivos y Lubricantes, Ford > Aditivos y Lubricantes, Peugeot > Aditivos y Lubricantes, Aditivos y Lubricantes;;;;;;;20456.18;;4.5;7;30;30;1;C976428--O;;SI;NO;;;;;AcDelco GM Original;SI;;;;
llave-de-luces-chevrolet-corsa-classic-con-reostato;Llave De Luces Chevrolet Corsa Classic Con Reóstato;Chevrolet > Interior, Interior;;;;;;;24213.51;;3.5;7;30;30;1;C9415341--;;SI;NO;;;;;VuaRam;SI;;;;
kit-leva-selectora-con-cambios-chevrolet-corsa-fun-agile;Kit Leva Selectora Con Cambios Chevrolet Corsa Fun Agile;Chevrolet > Motor, Motor;;;;;;;95639.1;;3.5;7;30;30;1;C7110306E2;;SI;NO;;;;;Accesorios Argentinos;SI;;;;
pastilla-de-freno-delantera-chevrolet-corsa-celta-agile-fun;Pastilla De Freno Delantera Chevrolet Corsa Celta Agile Fun;Chevrolet > Frenos, Frenos;;;;;;;39419.26;;3.5;7;30;30;1;C69815145D;;SI;NO;;;;;Plasbestos;SI;;;;
tensor-correa-dist-cruze1-8-sonic-aveo-tracker;Tensor Correa Distribucion Cruze1.8 /sonic /aveo/tracker;Chevrolet > Motor, Motor;;;;;;;106236.46;;3.5;7;30;30;1;55574864;;SI;NO;;;;;Auto;SI;;;;
polea-p-tensor-036145299-gol-polo;Polea P/tensor 036145299 Gol/polo;Chevrolet > Motor, Motor;;;;;;;30435.81;;3.5;7;30;30;1;036145299X-F;;SI;NO;;;;;Auto;SI;;;;
tapa-de-valvulas-c-tapa-adap-corsa-99-fun-mer;Tapa De Valvulas C/ Tapa Adap. Corsa 99/fun/mer/;Chevrolet > Motor, Motor;;;;;;;49442.32;;3.5;7;30;30;1;C10364911A;;SI;NO;;;;;Auto;SI;;;;
kit-palanca-cambios-completo-c-aloja-corsa-05;Kit Palanca Cambios Completo C/aloja. Corsa 05/;Chevrolet > Motor, Motor;;;;;;;130715.44;;3.5;7;30;30;1;C7111177PC;;SI;NO;;;;;Auto;SI;;;;
ruleman-pinon-directa-skf-vkt1000-fox-trend;Ruleman Piñon/directa-skf-(vkt1000) Fox/trend**;Volkswagen > Motor, Motor;;;;;;;224984.24;;3.5;7;30;30;1;02T311206E-S;;SI;NO;;;;;Auto;SI;;;;
sensor-rpm-bosch-corsa-astra-meriva;Sensor Rpm Bosch Corsa/astra/meriva**;Chevrolet > Motor, Motor;;;;;;;64699.02;;3.5;7;30;30;1;F00099R005;;SI;NO;;;;;Auto;SI;;;;
cable-embrague-corsa-largo-97-00;Cable Embrague Corsa Largo 97/00;Chevrolet > Motor, Motor;;;;;;;31507.1;;3.5;7;30;30;1;93247035;;SI;NO;;;;;Auto;SI;;;;
extremos-astra-zafira-rosca-14x15-134-mm-izquie;Extremos Astra Zafira Rosca 14x1,5 134 Mm Izquie;Chevrolet > Motor, Motor;;;;;;;26433.1;;3.5;7;30;30;1;GM-E3719;;SI;NO;;;;;Auto;SI;;;;
faro-trasero-izquierda-fitam-corsa-99-4-p;Faro Trasero Izquierda -fitam- Corsa 99/ 4 P;Chevrolet > Iluminación, Iluminación;;;;;;;26394.75;;3.5;7;30;30;1;C9450956-F;;SI;NO;;;;;Auto;SI;;;;
correa-distrib-z135-skf-vw-fox-gol-1-0;Correa Distrib Z=135 -skf- Vw Fox/gol 1.0**;Volkswagen > Motor, Motor;;;;;;;35498.04;;3.5;7;30;30;1;030109119--S;;SI;NO;;;;;Auto;SI;;;;
perilla-palanca-cambio-classic-prisma-tapa-gris;Perilla Palanca Cambio Classic/prisma Tapa Gris;Chevrolet > Interior, Interior;;;;;;;42287.78;;3.5;7;30;30;1;C71114110-;;SI;NO;;;;;Auto;SI;;;;
disco-freno-vent-i256mm-trend-voyage;Disco Freno Vent Ï256mm Trend/voyage;Volkswagen > Frenos, Frenos;;;;;;;41122.74;;3.5;7;30;30;1;5U0615301C-H;;SI;NO;;;;;Auto;SI;;;;
conectores-y-flanges-base-alojamiento-termostato;Base Termostato Chevrolet Astra Vectra Zafira S10;Chevrolet > Motor, Motor;;;;;;;136061.67;;3.5;7;30;30;1;WF0130;;SI;NO;;;;;Auto;SI;;;;
precap-axial-direccion-fabila-319-d-h-fiesta-03-ec;Precap Axial Direccion Fabila 319 D/h Fiesta 03/ec;Ford > Motor, Motor;;;;;;;37117.16;;3.5;7;30;30;1;FFF4228034-F;;SI;NO;;;;;Auto;SI;;;;
bomba-agua-skf-vkpc-90402a-aveo;Bomba Agua Skf -vkpc 90402a - Aveo**;Chevrolet > Motor, Motor;;;;;;;63042.22;;3.5;7;30;30;1;C12100528S;;SI;NO;;;;;Auto;SI;;;;
reparacion-maq-l-c-trasero-elect-8d-corsa-94;Reparacion Maq L/c Trasero Elect (8d) Corsa 94/;Chevrolet > Motor, Motor;;;;;;;22185.85;;3.5;7;30;30;1;C8395002--;;SI;NO;;;;;Auto;SI;;;;
grampa-riel-techo-corsa-fun;Grampa Riel Techo Corsa / Fun;Chevrolet > Interior, Interior;;;;;;;20447.97;;3.5;7;30;30;1;90381780;;SI;NO;;;;;Auto;SI;;;;
fuelle-suspension-delantero-cartucho-mc-pherson-bo;Fuelle Suspension Delantero Cartucho Mc.pherson Bo;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;18873.14;;3.5;7;30;30;1;168-35A;;SI;NO;;;;;Auto;SI;;;;
portatermostato-comp-c-cano-imp-trend-fox;Portatermostato Comp. C/caño Imp Trend/fox;Volkswagen > Motor, Motor;;;;;;;79984.07;;3.5;7;30;30;1;032121026CNI;;SI;NO;;;;;Auto;SI;;;;
soporte-motor-derecho-40089-sonic-spin-cobalt-onix;Soporte Motor Derecho 40089 Sonic/spin/cobalt/onix;Chevrolet > Motor, Motor;;;;;;;128426.59;;3.5;7;30;30;1;C19938182G;;SI;NO;;;;;Auto;SI;;;;
cuerpo-selectora-caja-velocidad-corsa;Cuerpo Selectora Caja Velocidad Corsa;Chevrolet > Motor, Motor;;;;;;;141014.26;;3.5;7;30;30;1;C7110231AC;;SI;NO;;;;;Auto;SI;;;;
rotula-suspension-izquierdo-mattioli-1289-fox-trend-voy;Rotula Suspension Izquierdo Mattioli 1289 Fox/trend/voy;Volkswagen > Motor, Motor;;;;;;;1295.21;;3.5;7;30;30;1;5U0407365A-M;;SI;NO;;;;;Auto;SI;;;;
reparacion-maq-l-c-trasero-der-izquierdo-astra;Reparacion Maq L/c Trasero Der/izquierdo Astra;Chevrolet > Interior, Interior;;;;;;;25906.75;;3.5;7;30;30;1;C8395005--;;SI;NO;;;;;Auto;SI;;;;
crapodinaastra-vectra-zafira-2-0-8v-onix-corsaii;Crapodinaastra/vectra/zafira 2.0 8v Onix /corsaii/;Chevrolet > Motor, Motor;;;;;;;184131.45;;3.5;7;30;30;1;CSC3113;;SI;NO;;;;;Auto;SI;;;;
bomba-agua-mwm-s10-blazer-silverado-frontier-xterr;Bomba Agua Mwm S10/blazer/silverado/frontier/xterr;Chevrolet > Motor, Motor;;;;;;;53094.08;;3.5;7;30;30;1;2640808;;SI;NO;;;;;Auto;SI;;;;
cano-intercooler-entrada-4664-s10-bl-mwm-2-8;Caño Intercooler (entrada) -4664- S10/bl Mwm 2.8;Chevrolet > Motor, Motor;;;;;;;52381.25;;3.5;7;30;30;1;C1221012-C;;SI;NO;;;;;Auto;SI;;;;
