Identificador de URL;Nombre;Categorías;Nombre de propiedad 1;Valor de propiedad 1;Nombre de propiedad 2;Valor de propiedad 2;Nombre de propiedad 3;Valor de propiedad 3;Precio;Precio promocional;Peso (kg);Alto (cm);Ancho (cm);Profundidad (cm);Stock;SKU;Código de barras;Mostrar en tienda;Envío sin cargo;Descripción;Tags;Título para SEO;Descripción para SEO;Marca;Producto Físico;MPN (Número de pieza del fabricante);Sexo;Rango de edad;Costo
kit-leva-selectora-con-cambios-chevrolet-corsa-fun-agile;Kit Leva Selectora Con Cambios Chevrolet Corsa Fun Agile;;;;;;;;247,550.00;;0.00;0.00;0.00;0.00;1;C7110306E2;;SI;NO;;;;;Accesorios Argentinos;SI;;;;
llave-de-luces-chevrolet-corsa-classic-con-reostato;Llave De Luces Chevrolet Corsa Classic Con Reóstato;;;;;;;;56,250.00;;0.00;0.00;0.00;0.00;1;C9415341--;;SI;NO;;;;;VuaRam;SI;;;;
1lt-anticongelante-rojo-dex-cool-larga-vida-concentrado;1lt Anticongelante Rojo Dex-cool Larga Vida Concentrado;;;;;;;;50,350.00;;0.00;0.00;0.00;0.00;1;C976428--O;;SI;NO;;;;;AcDelco GM Original;SI;;;;
pastillas-de-freno-delanteras-chevrolet-onix-prisma-original;Pastillas De Freno Delanteras Chevrolet Onix Prisma Original;;;;;;;;86,350.00;;0.00;0.00;0.00;0.00;1;C69815146A;;SI;NO;;;;;ACDelco;SI;;;;
kit-distribucion-skf-chevrolet-corsa-celta-fun-1-4-palio-1-8;Kit Distribucion Skf Chevrolet Corsa Celta Fun 1.4 Palio 1.8;;;;;;;;191,750.00;;0.00;0.00;0.00;0.00;1;VKMA 05012 A;;SI;NO;;;;;SKF;SI;;;;
pastillas-freno-delanteras-prisma-celta-classic-agile;Pastillas Freno Delanteras Prisma Celta Classic Agile;;;;;;;;66,050.00;;0.00;0.00;0.00;0.00;1;98550706;;SI;NO;;;;;ACDelco;SI;;;;
palanca-giro-y-luces-chevrolet-corsa;Palanca Giro Y Luces Chevrolet Corsa;;;;;;;;57,550.00;;0.00;0.00;0.00;0.00;1;C9535133--;;SI;NO;;;;;Genérica;SI;;;;
leva-selectora-cambios-corsa-classic-fun-agile-celta;Leva Selectora Cambios Corsa Classic Fun Agile Celta;;;;;;;;131,250.00;;0.00;0.00;0.00;0.00;1;C7110306E-;;SI;NO;;;;;Accesorios Argentinos;SI;;;;
amortiguador-trasero-volkswagen-gol;Amortiguador Trasero Volkswagen Gol;Volkswagen > Suspensión y Dirección, Suspensión y Dirección;;;;;;;131,650.00;;1.44;66.00;7.00;7.00;4;2640460A;;SI;NO;;;;;ACDelco;SI;;;;
cazoleta-amortiguador-delantero-capemi-onix-sonic-prisma-ii;Cazoleta Amortiguador Delantero Capemi Onix Sonic Prisma Ii;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;115,550.00;;0.40;5.00;15.00;15.00;11;C4123319XC;;SI;NO;;;;;Capemi;SI;;;;
aceite-5w30-dexos-1-gen-3-4l-acdelco;Aceite 5w30 Dexos 1 Gen 3 4l Acdelco;Chevrolet > Aditivos y Lubricantes, Volkswagen > Aditivos y Lubricantes, Toyota > Aditivos y Lubricantes, Renault > Aditivos y Lubricantes, Ford > Aditivos y Lubricantes, Peugeot > Aditivos y Lubricantes, Aditivos y Lubricantes;;;;;;;155,350.00;;4.50;20.00;15.00;37.00;7;C976482--O;;SI;NO;;;;;ACDelco (GM);SI;;;;
juego-tornillo-chevrolet-corsa-1-4-cabeza-con-esparrago;Juego Tornillo Chevrolet Corsa 1.4 Cabeza Con Esparrago;Chevrolet > Motor, Motor;;;;;;;80,850.00;;1.00;30.00;25.00;25.00;4;TS 09CH0179;;SI;NO;;;;;Reno;SI;;;;
junta-tapa-valvula-sonic-1-6-cruze-1-8;Junta Tapa Valvula Sonic 1.6 /cruze 1.8;Chevrolet > Motor, Motor;;;;;;;106,150.00;;0.20;50.00;1.00;30.00;7;C10348324C;;SI;NO;;;;;Ciccarelli;SI;;;;
soporte-resonador-chevrolet-corsa-agile-1-4-celta;Soporte Resonador Chevrolet Corsa Agile 1.4 Celta;Chevrolet > Motor, Motor;;;;;;;99,250.00;;1.00;40.00;40.00;0.00;5;C1296144-M;;SI;NO;;;;;MLH;SI;;;;
filtro-de-combustible-chevrolet-s10-2-8td-12;Filtro De Combustible Chevrolet S10 2.8td 12/;Chevrolet > Motor, Motor;;;;;;;56,350.00;;0.20;6.00;6.00;15.00;13;KX444D;;SI;NO;;;;;Mahle;SI;;;;
juego-cables-cambio-chevrolet-corsa-classic-prisma-fun-celta;Juego Cables Cambio Chevrolet Corsa Classic Prisma Fun Celta;Chevrolet > Motor, Motor;;;;;;;163,950.00;;0.30;45.00;30.00;5.00;7;C7112657-F;;SI;NO;;;;;Chevrolet;SI;;;;
block-semiarmado-1-8-chevrolet-cobalt-spin-montana-original;Block Semiarmado 1.8 Chevrolet Cobalt Spin Montana Original;Chevrolet > Motor, Motor;;;;;;;5,861,150.00;;150.00;50.00;60.00;100.00;1;98500519;;SI;NO;;;;;General Motors;SI;;;;
juego-amortiguadores-delanteros-chevrolet-s101;Juego Amortiguadores Delanteros Chevrolet S10;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;796,850.00;;3.44;63.00;38.00;19.00;1;52123152 x2;;SI;NO;;;;;General Motors;SI;;;;
kit-de-embrague-kit-3pzs-peugeot-206-306-partner;Kit De Embrague Kit = 3pzs Peugeot 206/306/partner;Motor, Peugeot > Motor;;;;;;;675,150.00;;3.50;7.00;30.00;30.00;1;PGK004N;;SI;NO;;;;;PHC;SI;;;;
kit-de-juntas-enfriador-aceite-chevrolet-sonic-cruze-tracker;Kit De Juntas Enfriador Aceite Chevrolet Sonic Cruze Tracker;Chevrolet > Motor, Motor;;;;;;;44,350.00;;0.20;1.00;50.00;30.00;6;C11510617-;;SI;NO;;;;;EXP;SI;;;;
kit-embrague-gol-saveiro-1-6-phc-valeo;Kit Embrague Gol / Saveiro 1.6 Phc - Valeo;Volkswagen > Motor, Motor;;;;;;;661,550.00;;3.50;7.00;30.00;30.00;1;VWK090B;;SI;NO;;;;;PHC;SI;;;;
kit-de-embrague-kit-3pzs-toyota-rav-4-corolla-1;Kit De Embrague Kit = 3pzs Toyota Rav 4/corolla 1.;Toyota > Motor, Motor;;;;;;;1,106,450.00;;3.50;7.00;30.00;30.00;1;TYK-220;;SI;NO;;;;;PHC;SI;;;;
bomba-de-agua-chevrolet-cruze-y-tracker-1-8-16v-acdelco;Bomba De Agua Chevrolet Cruze Y Tracker 1.8 16v Acdelco;Chevrolet > Motor, Motor;;;;;;;159,650.00;;0.40;13.00;13.00;13.00;1;C121005Q-O;;SI;NO;;;;;ACDelco;SI;;;;
juegos-amortiguadores-traseros-toyota-hilux-4x2;Juegos Amortiguadores Traseros Toyota Hilux 4x2;Toyota > Suspensión y Dirección, Suspensión y Dirección;;;;;;;292,650.00;;2.88;66.00;14.00;7.00;1;2640480A X2;;SI;NO;;;;;ACDelco;SI;;;;
juego-amortiguadores-traseros-chevrolet-cruze-2010-a-2016;Juego Amortiguadores Traseros Chevrolet Cruze 2010 A 2016;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;415,850.00;;2.88;66.00;14.00;7.00;1;2641215A X2;;SI;NO;;;;;ACDelco;SI;;;;
juego-amortiguadores-traseros-volkswagen-gol-country;Juego Amortiguadores Traseros Volkswagen Gol Country;Volkswagen > Suspensión y Dirección, Suspensión y Dirección;;;;;;;262,650.00;;2.88;66.00;7.00;14.00;1;2640460A X2;;SI;NO;;;;;ACDelco;SI;;;;
juego-amortiguadores-delanteros-chevrolet-cruze-1-4;Juego Amortiguadores Delanteros Chevrolet Cruze 1.4;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;430,250.00;;3.44;63.00;19.00;19.00;1;65173 y 74gop;;SI;NO;;;;;ACDelco;SI;;;;
buje-eje-trasero-chevrolet-cobalt-original;Buje Eje Trasero Chevrolet Cobalt Original;Chevrolet > Motor, Motor;;;;;;;375,250.00;;1.50;15.00;10.00;10.00;2;C50154129O;;SI;NO;;;;;General Motors;SI;;;;
sonda-lambda-kessel-chevrolet-corsa-wagon-1-4-2009-2010;Sonda Lambda Kessel Chevrolet Corsa Wagon 1.4 2009-2010;Chevrolet > Motor, Motor;;;;;;;232,750.00;;0.40;18.00;8.00;8.00;7;C9062656-K;;SI;NO;;;;;Kessel;SI;;;;
amortiguador-trasero-chevrolet-cruze;Amortiguador Trasero Chevrolet Cruze;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;219,850.00;;1.44;66.00;7.00;7.00;3;2641215A;;SI;NO;;;;;ACDelco;SI;;;;
amortiguador-trasero-volkswagen-gol-country;Amortiguador Trasero Volkswagen Gol Country;Volkswagen > Suspensión y Dirección, Suspensión y Dirección;;;;;;;131,650.00;;1.44;66.00;7.00;7.00;4;2640460A;;SI;NO;;;;;ACDelco;SI;;;;
amortiguador-trasero-toyota-hilux-4x2-2005-en-adelante;Amortiguador Trasero Toyota Hilux 4x2 2005 En Adelante;Toyota > Suspensión y Dirección, Suspensión y Dirección;;;;;;;154,750.00;;1.44;66.00;7.00;7.00;2;2640480A;;SI;NO;;;;;ACDelco;SI;;;;
kit-4-amortiguadores-chevrolet-agile;Kit 4 Amortiguadores Chevrolet Agile;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;757,350.00;;5.20;66.00;29.00;38.00;1;2640421 Y 22;;SI;NO;;;;;ACDelco;SI;;;;
kit-distribucion-chevrolet-aveo-1-6-16v;Kit Distribucion Chevrolet Aveo 1.6 16v;Chevrolet > Motor, Motor;;;;;;;533,050.00;;0.30;25.00;25.00;6.00;1;C10910012B;;SI;NO;;;;;Bosch;SI;;;;
kit-distribucion-con-bomba-de-agua-chevrolet-aveo-1-6-16v;Kit Distribucion Con Bomba De Agua Chevrolet Aveo 1.6 16v;Chevrolet > Motor, Motor;;;;;;;651,350.00;;1.30;25.00;25.00;15.00;1;KDCHAVEOA;;SI;NO;;;;;Bosch;SI;;;;
kit-distribucion-volkswagen-fox-1-6;Kit Distribucion Volkswagen Fox 1.6;Volkswagen > Motor, Motor;;;;;;;188,450.00;;0.40;25.00;25.00;6.00;1;WWW109119F-B;;SI;NO;;;;;Bosch;SI;;;;
kit-distribucion-con-bomba-de-agua-volkswagen-gol-trend-1-6;Kit Distribucion Con Bomba De Agua Volkswagen Gol Trend 1.6;Chevrolet > Motor, Motor;;;;;;;261,250.00;;1.30;25.00;25.00;15.00;1;KDVBAHA;;SI;NO;;;;;Bosch;SI;;;;
bobina-encendido-chevrolet-corsa-1-6-8v-mpfi-4-pines;Bobina Encendido Chevrolet Corsa 1.6 8v Mpfi (4 Pines);Chevrolet > Motor, Motor;;;;;;;314,550.00;;0.50;12.00;12.00;12.00;2;19374957;;SI;NO;;;;;ACDelco;SI;;;;
bobina-encendido-chevrolet-cruze-1-8-16v;Bobina Encendido Cruze 1.8 16v Acdelco;Chevrolet > Motor, Motor;;;;;;;495,350.00;;0.40;15.00;10.00;18.00;2;19374951;;SI;NO;;;;;ACDelco;SI;;;;
bobina-encendido-chevrolet-corsa-1-4-3-pines;Bobina Encendido Chevrolet Corsa 1.4 (3 Pines);Chevrolet > Motor, Motor;;;;;;;232,850.00;;0.40;12.00;12.00;12.00;2;19374952;;SI;NO;;;;;ACDelco;SI;;;;
sonda-lambda-onix-prisma-multiple-13-15;Sonda Lamda Onix;Chevrolet > Motor, Motor;;;;;;;231,850.00;;0.40;18.00;8.00;8.00;1;24580510;;SI;NO;;;;;;SI;;;;
amortiguador-delantero-derecho-chevrolet-aveo;Amortiguador Delantero Derecho Chevrolet Aveo;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;234,450.00;;1.72;19.00;63.00;19.00;3;2640423A;;SI;NO;;;;;ACDelco;SI;;;;
juego-amortiguadores-delanteros-toyota-hilux-4x2-95-04;Juego Amortiguadores Delanteros Toyota Hilux 4x2 95/04;Toyota > Suspensión y Dirección, Suspensión y Dirección;;;;;;;263,050.00;;3.44;63.00;38.00;19.00;1;2640477A X2;;SI;NO;;;;;ACDelco;SI;;;;
amortiguador-delantero-derecho-volkswagen-amarok;Amortiguador Delantero Derecho Volkswagen Amarok;Volkswagen > Suspensión y Dirección, Suspensión y Dirección;;;;;;;305,850.00;;1.72;63.00;19.00;19.00;3;2641218A;;SI;NO;;;;;ACDelco;SI;;;;
juego-amortiguadores-delanteros-volkswagen-amarok;Juego Amortiguadores Delanteros Volkswagen Amarok;Volkswagen > Suspensión y Dirección, Suspensión y Dirección;;;;;;;545,550.00;;3.44;63.00;38.00;19.00;1;2641218A Y19;;SI;NO;;;;;ACDelco;SI;;;;
amortiguador-delantero-toyota-hilux-4x2;Amortiguador Delantero Toyota Hilux 4x2;Toyota > Suspensión y Dirección, Suspensión y Dirección;;;;;;;139,050.00;;1.72;63.00;19.00;19.00;2;2640477A;;SI;NO;;;;;ACDelco;SI;;;;
amortiguador-delantero-chevrolet-s10-4x4;Amortiguador Delantero Chevrolet S10 4x4;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;149,950.00;;1.72;63.00;19.00;19.00;4;2640465A;;SI;NO;;;;;ACDelco;SI;;;;
juego-amortiguadores-delanteros-chevrolet-s10-4x4;Juego Amortiguadores Delanteros Chevrolet S10 4x4;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;291,750.00;;1.72;63.00;19.00;19.00;1;2640465A X2;;SI;NO;;;;;ACDelco;SI;;;;
amortiguador-delantero-izquierdo-chevrolet-aveo;Amortiguador Delantero Izquierdo Chevrolet Aveo;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;224,150.00;;1.72;63.00;19.00;19.00;3;2640425A;;SI;NO;;;;;ACDelco;SI;;;;
juego-amortiguadores-delanteros-chevrolet-cruze;Juego Amortiguadores Delanteros Chevrolet Cruze;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;580,650.00;;3.44;38.00;63.00;19.00;1;2641213A Y14;;SI;NO;;;;;ACDelco;SI;;;;
juego-amortiguadores-delanteros-chevrolet-onix;Juego Amortiguadores Delanteros Chevrolet Onix;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;557,850.00;;3.44;63.00;38.00;19.00;1;2641203A Y04;;SI;NO;;;;;ACDelco;SI;;;;
amortiguador-delantero-izquierdo-chevrolet-astra;Amortiguador Delantero Izquierdo Chevrolet Astra;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;244,650.00;;1.72;63.00;19.00;19.00;1;2640435A;;SI;NO;;;;;ACDelco;SI;;;;
juego-amortiguadors-delanteros-chevrolet-astra;Juego Amortiguadors Delanteros Chevrolet Astra;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;475,550.00;;3.44;63.00;38.00;19.00;1;2640433A Y35;;SI;NO;;;;;ACDelco;SI;;;;
juego-amortiguadores-delanteros-chevrolet-aveo;Juego Amortiguadores Delanteros Chevrolet Aveo;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;445,250.00;;3.44;63.00;38.00;19.00;1;2640423A Y25;;SI;NO;;;;;ACDelco;SI;;;;
amortiguador-delantero-derecho-chevrolet-astra;Amortiguador Delantero Derecho Chevrolet Astra;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;258,150.00;;1.72;63.00;19.00;19.00;1;2640433A;;SI;NO;;;;;ACDelco;SI;;;;
amortiguador-delantero-izquierdo-chevrolet-cruze;Amortiguador Delantero Izquierdo Chevrolet Cruze;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;307,050.00;;1.72;63.00;19.00;19.00;2;2641214A;;SI;NO;;;;;ACDelco;SI;;;;
juego-amortiguadores-delanteros-chevrolet-montana;Juego Amortiguadores Delanteros Chevrolet Montana;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;580,950.00;;3.44;63.00;38.00;19.00;1;2641216A X2;;SI;NO;;;;;ACDelco;SI;;;;
amortiguador-delantero-chevrolet-montana;Amortiguador Delantero Chevrolet Montana;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;298,550.00;;1.72;63.00;19.00;19.00;2;2641216A;;SI;NO;;;;;ACDelco;SI;;;;
bomba-de-nafta-kessel-chevrolet-corsa-1-4-1-6-3-0-bar;Bomba De Nafta Kessel Chevrolet Corsa 1.4 / 1.6 3.0 Bar;Chevrolet > Motor, Motor;;;;;;;99,550.00;;0.25;10.00;7.00;7.00;8;C9060918-K;;SI;NO;;;;;Kessel;SI;;;;
espejo-exterior-chevrolet-corsa-con-comando-manual-derecho;Espejo Exterior Chevrolet Corsa Con Comando Manual Derecho;Chevrolet > Carrocería , Carrocería;;;;;;;54,550.00;;1.00;10.00;15.00;30.00;4;C8575022--;;SI;NO;;;;;Chevrolet;SI;;;;
bieleta-barra-estabilizadora-de-direccion-onix-prisma-spin;Bieleta Barra Estabilizadora De Dirección Onix Prisma Spin;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;72,250.00;;0.60;7.00;7.00;25.00;12;52151665;;SI;NO;;;;;GM;SI;;;;
bieleta-barra-chevrolet-prisma-onix-spin-cobalt-sonic-gm;Bieleta Barra Chevrolet Prisma Onix Spin Cobalt Sonic Gm;Chevrolet > Motor, Motor;;;;;;;72,250.00;;0.60;10.00;10.00;25.00;12;C41131519O;;SI;NO;;;;;GM;SI;;;;
extremo-direccion-chevrolet-corsa-classic-celta-fun-14-x-1-5;Extremo Dirección Chevrolet Corsa Classic Celta Fun 14 X 1.5;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;61,850.00;;1.00;20.00;7.00;20.00;9;C4198117-S;;SI;NO;;;;;SKF;SI;;;;
kit-homocinetica-lado-rueda-chevrolet-corsa-fun-agile-celta;Kit Homocinetica Lado Rueda Chevrolet Corsa Fun Agile Celta;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;164,250.00;;0.50;15.00;10.00;10.00;34;c4073116-s;;SI;NO;;;;;SKF;SI;;;;
engranaje-distribucion-chevrolet-corsa-meriva-spin-prisma-gm;Engranaje Distribucion Chevrolet Corsa Meriva Spin Prisma Gm;Chevrolet > Motor, Motor;;;;;;;73,250.00;;0.35;4.00;7.00;7.00;11;90354858;;SI;NO;;;;;GM;SI;;;;
manguera-filtro-aire-corsa-classic-celta-1-4-prisma-m-viejo;Manguera Filtro Aire Corsa Classic Celta 1.4 Prisma M/viejo;Chevrolet > Motor, Motor;;;;;;;69,350.00;;0.30;10.00;10.00;30.00;10;C12961523C;;SI;NO;;;;;Chevrolet;SI;;;;
juego-tapas-distribucion-chevrolet-corsa-classic-1-4-8v;Juego Tapas Distribucion Chevrolet Corsa Classic 1.4 8v;Chevrolet > Motor, Motor;;;;;;;55,850.00;;1.00;7.00;23.00;65.00;10;C1091076-A;;SI;NO;;;;;ACCESORIOS ARGENTINOS;SI;;;;
kit-de-rulemanes-traseros-chevrolet-corsa-meriva-celta-skf;Kit De Rulemanes Traseros Chevrolet Corsa Meriva Celta Skf;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;138,650.00;;0.50;10.00;10.00;10.00;10;c501287k1s;;SI;NO;;;;;SKF;SI;;;;
filtro-nafta-combustible-chevrolet-corsa-agile-celta-onix;Filtro Nafta Combustible Chevrolet Corsa Agile Celta Onix;Chevrolet > Motor, Motor;;;;;;;19,250.00;;0.30;7.00;7.00;15.00;18;C127401N-O;;SI;NO;;;;;ACDelco;SI;;;;
termostato-corsa-agile-onix-montana-spin-celta-original-gm;Termostato Corsa Agile Onix Montana Spin Celta Original Gm;Chevrolet > Motor, Motor;;;;;;;58,250.00;;0.30;4.00;7.00;12.00;27;93275736;;SI;NO;;;;;GM;SI;;;;
buje-barra-estabilizadora-chevrolet-corsa-classic-fun-celta;Buje Barra Estabilizadora Chevrolet Corsa Classic Fun Celta;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;25,950.00;;0.15;5.00;7.00;7.00;38;C4113277-C;;SI;NO;;;;;Capemi;SI;;;;
filtro-de-nafta-acdelco-volkswagen-gol-trend-suran-voyage;Filtro De Nafta Acdelco Volkswagen Gol Trend Suran Voyage;Volkswagen > Motor, Motor;;;;;;;19,250.00;;0.30;7.00;7.00;15.00;18;C127401N-O;;SI;NO;;;;;ACDelco;SI;;;;
liquido-bosch-refrigerante-organico-rojo-1l;Liquido Bosch Refrigerante Orgánico Rojo 1l;Chevrolet > Aditivos y Lubricantes, Volkswagen > Aditivos y Lubricantes, Toyota > Aditivos y Lubricantes, Renault > Aditivos y Lubricantes, Ford > Aditivos y Lubricantes, Peugeot > Aditivos y Lubricantes, Aditivos y Lubricantes;Color;Rojo;;;;;28,950.00;;1.00;4.00;7.00;20.00;12;F000FR1400;;SI;NO;;;;;Bosch;SI;;;;
amortiguador-delantero-chevrolet-classic;Amortiguador Delantero Chevrolet Classic;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;163,850.00;;1.72;63.00;19.00;19.00;18;2640427A;;SI;NO;;;;;;SI;;;;
amortiguador-delantero-chevrolet-fun-corsa-sw;Amortiguador Delantero Chevrolet Fun Corsa Sw;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;163,850.00;;1.72;63.00;19.00;19.00;18;2640427A;;SI;NO;;;;;;SI;;;;
juego-amortiguadores-delanteros-chevrolet-corsa-classic-fun;Juego Amortiguadores Delanteros Chevrolet Corsa Classic Fun;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;318,850.00;;3.44;63.00;38.00;19.00;1;2640427A X2;;SI;NO;;;;;;SI;;;;
juego-amortiguadores-delanteros-chevrolet-classic;Juego Amortiguadores Delanteros Chevrolet Classic;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;318,850.00;;3.44;63.00;38.00;19.00;1;2640427A X2;;SI;NO;;;;;;SI;;;;
amortiguador-delantero-derecho-chevrolet-sonic-onix-prisma;Amortiguador Delantero Derecho Chevrolet Sonic Onix Prisma;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;163,850.00;;1.72;63.00;19.00;19.00;18;2640427A;;SI;NO;;;;;;SI;;;;
amortiguador-delantero-derecho-chevrolet-onix;Amortiguador Delantero Derecho Chevrolet Onix;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;163,850.00;;1.72;63.00;19.00;19.00;18;2640427A;;SI;NO;;;;;;SI;;;;
amortiguador-delantero-izquierdo-chevrolet-sonic-onix-prisma;Amortiguador Delantero Izquierdo Chevrolet Sonic Onix Prisma;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;163,850.00;;1.72;63.00;19.00;19.00;18;2640427A;;SI;NO;;;;;;SI;;;;
amortiguador-delantero-izquierdo-chevrolet-onix;Amortiguador Delantero Izquierdo Chevrolet Onix;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;163,850.00;;1.72;63.00;19.00;19.00;18;2640427A;;SI;NO;;;;;;SI;;;;
amortiguador-delantero-derecho-chevrolet-prisma;Amortiguador Delantero Derecho Chevrolet Prisma;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;298,350.00;;1.72;63.00;19.00;19.00;9;2640427A;;SI;NO;;;;;;SI;;;;
tensor-distribucion-chevrolet-onix-prisma;Tensor Distribucion Chevrolet Onix Prisma;Chevrolet > Motor, Motor;;;;;;;151,150.00;;0.40;4.00;10.00;10.00;21;93353848;;SI;NO;;;;;;SI;;;;
amortiguador-trasero-suzuki-fun;Amortiguador Trasero Suzuki Fun;Suzuki > Suspensión y Dirección, Suspensión y Dirección;;;;;;;127,450.00;;1.44;66.00;7.00;7.00;14;2640428A;;SI;NO;;;;;;SI;;;;
amortiguador-trasero-chevrolet-corsa;Amortiguador Trasero Chevrolet Corsa;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;127,450.00;;1.44;66.00;7.00;7.00;14;2640428A;;SI;NO;;;;;;SI;;;;
amortiguador-trasero-derecho-chevrolet-vectra-zafira-meriva;Amortiguador Trasero Derecho Chevrolet Vectra Zafira Meriva;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;143,350.00;;1.44;66.00;7.00;7.00;4;2640442A;;SI;NO;;;;;;SI;;;;
amortiguador-trasero-derecho-chevrolet-vectra;Amortiguador Trasero Derecho Chevrolet Vectra;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;143,350.00;;1.44;66.00;7.00;7.00;4;2640442A;;SI;NO;;;;;;SI;;;;
juego-amortiguadores-traseros-chevrolet-cobalt;Juego Amortiguadores Traseros Chevrolet Cobalt;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;337,850.00;;2.88;66.00;14.00;7.00;1;2641207A X2;;SI;NO;;;;;;SI;;;;
juego-amortiguadores-traseros-chevrolet-onix;Juego Amortiguadores Traseros Chevrolet Onix;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;337,850.00;;2.44;66.00;14.00;7.00;1;2641207A X2;;SI;NO;;;;;;SI;;;;
juego-amortiguadores-traseros-chevrolet-prisma;Juego Amortiguadores Traseros Chevrolet Prisma;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;337,850.00;;2.88;66.00;14.00;7.00;1;2641207A X2;;SI;NO;;;;;;SI;;;;
juego-amortiguadores-traseros-chevrolet-meriva;Juego Amortiguadores Traseros Chevrolet Meriva;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;271,150.00;;2.88;66.00;14.00;7.00;1;2640442A X2;;SI;NO;;;;;;SI;;;;
juego-amortiguadores-traseros-chevrolet-corsa;Juego Amortiguadores Traseros Chevrolet Corsa;Chevrolet > Suspensión y Dirección, Suspensión y Dirección;;;;;;;240,950.00;;2.44;66.00;14.00;7.00;1;2640428A X2;;SI;NO;;;;;;SI;;;;
kit-distribucion-con-bomba-de-agua-chevrolet-corsa-ii;Kit Distribución Con Bomba De Agua Chevrolet Corsa Ii;Chevrolet > Motor, Motor;;;;;;;354,750.00;;1.30;25.00;25.00;15.00;2;KDCHC18;;SI;NO;;;;;;SI;;;;
kit-distribucion-original-con-bomba-de-agua-chevrolet-meriva;Kit Distribución Original Con Bomba De Agua Chevrolet Meriva;Chevrolet > Motor, Motor;;;;;;;354,750.00;;1.30;25.00;25.00;15.00;2;KDCHC18;;SI;NO;;;;;;SI;;;;
juego-cables-y-bujias-chevrolet-corsa-ii;Juego Cables Y Bujias Chevrolet Corsa Ii;Chevrolet > Motor, Motor;;;;;;;114,550.00;;0.30;8.00;12.00;22.00;1;KECHC14A;;SI;NO;;;;;;SI;;;;
juego-cables-y-bujias-chevrolet-spin;Juego Cables Y Bujias Chevrolet Spin;Chevrolet > Motor, Motor;;;;;;;114,550.00;;0.30;8.00;12.00;22.00;1;KECHC14A;;SI;NO;;;;;;SI;;;;
kit-distribucion-original-chevrolet-corsa-fun-celta-1-4-1-6;Kit Distribucion Original Chevrolet Corsa Fun Celta 1.4 1.6;Chevrolet > Motor, Motor;;;;;;;174,050.00;;0.30;25.00;25.00;6.00;59;KDCHC14*O;;SI;NO;;;;;;SI;;;;
